STATE CLIMATE OFFICE OF NORTH CAROLINA,
11/15/2018 16:53,
11/15/2018 17:53,
11/15/2018 18:53,
11/15/2018 19:53,
11/15/2018 20:53,
11/15/2018 21:53,
11/15/2018 22:53,
11/15/2018 23:53,
11/16/2018 0:53,
11/16/2018 1:53,
11/16/2018 2:53,
11/16/2018 3:53,
11/16/2018 4:53,
11/16/2018 5:53,
11/16/2018 6:53,
11/16/2018 7:53,
11/16/2018 8:53,
11/16/2018 9:53,
11/16/2018 10:53,
11/16/2018 11:53,
11/16/2018 12:53,
11/16/2018 13:53,
11/16/2018 14:53,
11/16/2018 15:53,
11/16/2018 16:53,
11/16/2018 17:53,
11/16/2018 18:53,
11/16/2018 19:53,
11/16/2018 20:53,
11/16/2018 21:53,
11/16/2018 22:53,
11/16/2018 23:53,
11/17/2018 0:53,
11/17/2018 1:53,
11/17/2018 2:53,
11/17/2018 3:53,
11/17/2018 4:53,
11/17/2018 5:53,
11/17/2018 6:53,
11/17/2018 7:53,
11/17/2018 8:53,
11/17/2018 9:53,
11/17/2018 10:53,
11/17/2018 11:53,
11/17/2018 12:53,
11/17/2018 13:53,
11/17/2018 14:53,
11/17/2018 15:53,
11/17/2018 16:53,
11/17/2018 17:53,
11/17/2018 18:53,
11/17/2018 19:53,
11/17/2018 20:53,
11/17/2018 21:53,
11/17/2018 22:53,
11/17/2018 23:53,
11/18/2018 0:53,
11/18/2018 1:53,
11/18/2018 2:53,
11/18/2018 3:53,
11/18/2018 4:53,
11/18/2018 5:53,
11/18/2018 6:53,
11/18/2018 7:53,
11/18/2018 8:53,
11/18/2018 9:53,
11/18/2018 10:53,
11/18/2018 11:53,
11/18/2018 12:53,
11/18/2018 13:53,
11/18/2018 14:53,
11/18/2018 15:53,
11/18/2018 16:53,
11/18/2018 17:53,
11/18/2018 18:53,
11/18/2018 19:53,
11/18/2018 20:53,
11/18/2018 21:53,
11/18/2018 22:53,
11/18/2018 23:53,
11/19/2018 0:53,
11/19/2018 1:53,
11/19/2018 2:53,
11/19/2018 3:53,0.0001
11/19/2018 4:53,0.0001
11/19/2018 5:53,0.01
11/19/2018 6:53,0.0001
11/19/2018 7:53,
11/19/2018 8:53,
11/19/2018 9:53,
11/19/2018 10:53,
11/19/2018 11:53,
11/19/2018 12:53,
11/19/2018 13:53,
11/19/2018 14:53,
11/19/2018 15:53,
11/19/2018 16:53,
11/19/2018 17:53,
11/19/2018 18:53,
11/19/2018 19:53,
11/19/2018 20:53,
11/19/2018 21:53,
11/19/2018 22:53,
11/19/2018 23:53,
11/20/2018 0:53,
11/20/2018 1:53,
11/20/2018 2:53,
11/20/2018 3:53,
11/20/2018 4:53,
11/20/2018 5:53,
11/20/2018 6:53,
11/20/2018 7:53,
11/20/2018 8:53,
11/20/2018 9:53,
11/20/2018 10:53,
11/20/2018 11:53,
11/20/2018 12:53,
11/20/2018 13:53,
11/20/2018 14:53,
11/20/2018 15:53,
11/20/2018 16:53,
11/20/2018 17:53,
11/20/2018 18:53,
11/20/2018 19:53,
11/20/2018 20:53,
11/20/2018 21:53,
11/20/2018 22:53,
11/20/2018 23:53,
11/21/2018 0:53,
11/21/2018 1:53,
11/21/2018 2:53,
11/21/2018 3:53,
11/21/2018 4:53,
11/21/2018 5:53,
11/21/2018 6:53,
11/21/2018 7:53,
11/21/2018 8:53,
11/21/2018 9:53,
11/21/2018 10:53,
11/21/2018 11:53,
11/21/2018 12:53,
11/21/2018 13:53,
11/21/2018 14:53,
11/21/2018 15:53,
11/21/2018 16:53,
11/21/2018 17:53,
11/21/2018 18:53,
11/21/2018 19:53,
11/21/2018 20:53,
11/21/2018 21:53,
11/21/2018 22:53,
11/21/2018 23:53,
11/22/2018 0:53,
11/22/2018 1:53,
11/22/2018 2:53,
11/22/2018 3:53,
11/22/2018 4:53,
11/22/2018 5:53,
11/22/2018 6:53,
11/22/2018 7:53,
11/22/2018 8:53,
11/22/2018 9:53,
11/22/2018 10:53,
11/22/2018 11:53,
11/22/2018 12:53,
11/22/2018 13:53,
11/22/2018 14:53,
11/22/2018 15:53,
11/22/2018 16:53,
11/22/2018 17:53,
11/22/2018 18:53,
11/22/2018 19:53,
11/22/2018 20:53,
11/22/2018 21:53,
11/22/2018 22:53,
11/22/2018 23:53,
11/23/2018 0:53,
11/23/2018 1:53,
11/23/2018 2:53,
11/23/2018 3:53,
11/23/2018 4:53,
11/23/2018 5:53,
11/23/2018 6:53,
11/23/2018 7:53,
11/23/2018 8:53,missing
11/23/2018 9:53,missing
11/23/2018 10:53,missing
11/23/2018 11:53,
11/23/2018 12:53,
11/23/2018 13:53,
11/23/2018 14:53,
11/23/2018 15:53,
11/23/2018 16:53,
11/23/2018 17:53,
11/23/2018 18:53,
11/23/2018 19:53,
11/23/2018 20:53,
11/23/2018 21:53,
11/23/2018 22:53,
11/23/2018 23:53,
11/24/2018 0:53,
11/24/2018 1:53,
11/24/2018 2:53,
11/24/2018 3:53,
11/24/2018 4:53,
11/24/2018 5:53,
11/24/2018 6:53,
11/24/2018 7:53,0.0001
11/24/2018 8:53,0.0001
11/24/2018 9:53,
11/24/2018 10:53,
11/24/2018 11:53,
11/24/2018 12:53,
11/24/2018 13:53,
11/24/2018 14:53,
11/24/2018 15:53,
11/24/2018 16:53,
11/24/2018 17:53,
11/24/2018 18:53,
11/24/2018 19:53,
11/24/2018 20:53,
11/24/2018 21:53,
11/24/2018 22:53,
11/24/2018 23:53,
11/25/2018 0:53,
11/25/2018 1:53,
11/25/2018 2:53,
11/25/2018 3:53,
11/25/2018 4:53,
11/25/2018 5:53,
11/25/2018 6:53,
11/25/2018 7:53,
11/25/2018 8:53,
11/25/2018 9:53,
11/25/2018 10:53,
11/25/2018 11:53,
11/25/2018 12:53,
11/25/2018 13:53,
11/25/2018 14:53,
11/25/2018 15:53,
11/25/2018 16:53,
11/25/2018 17:53,
11/25/2018 18:53,
11/25/2018 19:51,
11/25/2018 20:53,
11/25/2018 21:53,
11/25/2018 22:53,
11/25/2018 23:53,
11/26/2018 0:53,
11/26/2018 1:53,
11/26/2018 2:53,
11/26/2018 3:53,
11/26/2018 4:53,
11/26/2018 5:53,
11/26/2018 6:53,
11/26/2018 7:53,
11/26/2018 8:53,0.0001
11/26/2018 9:53,0.01
11/26/2018 10:53,0.01
11/26/2018 11:53,
11/26/2018 12:53,
11/26/2018 13:53,
11/26/2018 14:53,
11/26/2018 15:53,
11/26/2018 16:53,
11/26/2018 17:53,
11/26/2018 18:53,
11/26/2018 19:53,
11/26/2018 20:53,
11/26/2018 21:53,
11/26/2018 22:53,
11/26/2018 23:53,
11/27/2018 0:53,
11/27/2018 1:53,
11/27/2018 2:53,
11/27/2018 3:53,
11/27/2018 4:53,
11/27/2018 5:53,
11/27/2018 6:53,
11/27/2018 7:53,
11/27/2018 8:53,
11/27/2018 9:53,
11/27/2018 10:53,
11/27/2018 11:53,
11/27/2018 12:53,
11/27/2018 13:53,
11/27/2018 14:53,
11/27/2018 15:53,
11/27/2018 16:53,
11/27/2018 17:53,
11/27/2018 18:53,
11/27/2018 19:53,
11/27/2018 20:53,
11/27/2018 21:53,
11/27/2018 22:53,
11/27/2018 23:53,
11/28/2018 0:53,
11/28/2018 1:53,
11/28/2018 2:53,
11/28/2018 3:53,
11/28/2018 4:53,
11/28/2018 5:53,
11/28/2018 6:53,
11/28/2018 7:53,
11/28/2018 8:53,
11/28/2018 9:53,
11/28/2018 10:53,
11/28/2018 11:53,
11/28/2018 12:53,
11/28/2018 13:53,
11/28/2018 14:53,
11/28/2018 15:53,
11/28/2018 16:53,
11/28/2018 17:53,
11/28/2018 18:53,
11/28/2018 19:53,
11/28/2018 20:53,
11/28/2018 21:53,
11/28/2018 22:53,
11/28/2018 23:53,
11/29/2018 0:53,
11/29/2018 1:53,
11/29/2018 2:53,
11/29/2018 3:53,
11/29/2018 4:53,
11/29/2018 5:53,
11/29/2018 6:53,
11/29/2018 7:53,
11/29/2018 8:53,
11/29/2018 9:53,
11/29/2018 10:53,
11/29/2018 11:53,
11/29/2018 12:53,
11/29/2018 13:53,
11/29/2018 14:53,
11/29/2018 15:53,
11/29/2018 16:53,
11/29/2018 17:53,
11/29/2018 18:53,
11/29/2018 19:53,
11/29/2018 20:53,
11/29/2018 21:53,
11/29/2018 22:53,
11/29/2018 23:53,
11/30/2018 0:53,
11/30/2018 1:53,
11/30/2018 2:53,
11/30/2018 3:53,0.0001
11/30/2018 4:53,0.0001
11/30/2018 5:53,0.0001
11/30/2018 6:53,0.01
11/30/2018 7:53,
11/30/2018 8:53,
11/30/2018 9:53,
11/30/2018 10:53,
11/30/2018 11:53,
11/30/2018 12:53,
11/30/2018 13:53,
11/30/2018 14:53,
11/30/2018 15:53,
11/30/2018 16:53,
11/30/2018 17:53,
11/30/2018 18:53,
11/30/2018 19:53,
11/30/2018 20:53,
11/30/2018 21:53,
11/30/2018 22:53,
11/30/2018 23:53,
12/1/2018 0:53,
12/1/2018 1:53,
12/1/2018 2:53,
12/1/2018 3:53,
12/1/2018 4:53,0.0001
12/1/2018 5:53,
12/1/2018 6:53,
12/1/2018 7:53,
12/1/2018 8:53,
12/1/2018 9:53,
12/1/2018 10:53,
12/1/2018 11:53,
12/1/2018 12:53,
12/1/2018 13:53,
12/1/2018 14:53,0.04
12/1/2018 15:53,0.02
12/1/2018 16:53,0.01
12/1/2018 17:53,0.04
12/1/2018 18:53,0.07
12/1/2018 19:53,0.07
12/1/2018 20:53,0.16
12/1/2018 21:53,0.19
12/1/2018 22:53,0.16
12/1/2018 23:53,0.02
12/2/2018 0:53,0.01
12/2/2018 1:53,
12/2/2018 2:53,
12/2/2018 3:53,
12/2/2018 4:53,
12/2/2018 5:53,
12/2/2018 6:53,
12/2/2018 7:53,
12/2/2018 8:53,
12/2/2018 9:53,
12/2/2018 10:53,
12/2/2018 11:53,
12/2/2018 12:53,
12/2/2018 13:53,
12/2/2018 14:53,
12/2/2018 15:53,
12/2/2018 16:53,
12/2/2018 17:53,
12/2/2018 18:53,
12/2/2018 19:53,
12/2/2018 20:53,
12/2/2018 21:53,
12/2/2018 22:53,
12/2/2018 23:53,
12/3/2018 0:53,
12/3/2018 1:53,
12/3/2018 2:53,
12/3/2018 3:53,
12/3/2018 4:53,
12/3/2018 5:53,missing
12/3/2018 6:53,
12/3/2018 7:53,
12/3/2018 8:53,
12/3/2018 9:53,
12/3/2018 10:53,
12/3/2018 11:53,
12/3/2018 12:53,
12/3/2018 13:53,
12/3/2018 14:53,
12/3/2018 15:53,
12/3/2018 16:53,
12/3/2018 17:53,
12/3/2018 18:53,
12/3/2018 19:53,
12/3/2018 20:53,
12/3/2018 21:53,
12/3/2018 22:53,
12/3/2018 23:53,
12/4/2018 0:53,
12/4/2018 1:53,
12/4/2018 2:53,
12/4/2018 3:53,
12/4/2018 4:53,
12/4/2018 5:53,
12/4/2018 6:53,
12/4/2018 7:53,
12/4/2018 8:53,
12/4/2018 9:53,
12/4/2018 10:53,
12/4/2018 11:53,
12/4/2018 12:53,
12/4/2018 13:53,
12/4/2018 14:53,
12/4/2018 15:53,
12/4/2018 16:53,
12/4/2018 17:53,
12/4/2018 18:53,
12/4/2018 19:53,
12/4/2018 20:53,
12/4/2018 21:53,
12/4/2018 22:53,
12/4/2018 23:53,
12/5/2018 0:53,
12/5/2018 1:53,
12/5/2018 2:53,
12/5/2018 3:53,
12/5/2018 4:53,
12/5/2018 5:53,
12/5/2018 6:53,
12/5/2018 7:53,
12/5/2018 8:53,
12/5/2018 9:53,
12/5/2018 10:53,
12/5/2018 11:53,
12/5/2018 12:53,
12/5/2018 13:53,0.0001
12/5/2018 14:53,
12/5/2018 15:53,
12/5/2018 16:53,
12/5/2018 17:53,
12/5/2018 18:53,
12/5/2018 19:53,
12/5/2018 20:53,
12/5/2018 21:53,
12/5/2018 22:53,
12/5/2018 23:53,
12/6/2018 0:53,
12/6/2018 1:53,missing
12/6/2018 2:53,
12/6/2018 3:53,
12/6/2018 4:53,
12/6/2018 5:53,
12/6/2018 6:53,
12/6/2018 7:53,
12/6/2018 8:53,
12/6/2018 9:53,
12/6/2018 10:53,
12/6/2018 11:53,
12/6/2018 12:53,
12/6/2018 13:53,
12/6/2018 14:53,
12/6/2018 15:53,
12/6/2018 16:53,
12/6/2018 17:53,
12/6/2018 18:53,
12/6/2018 19:53,
12/6/2018 20:53,
12/6/2018 21:53,
12/6/2018 22:53,
12/6/2018 23:53,
12/7/2018 0:53,
12/7/2018 1:53,
12/7/2018 2:53,
12/7/2018 3:53,
12/7/2018 4:53,
12/7/2018 5:53,
12/7/2018 6:53,
12/7/2018 7:53,
12/7/2018 8:53,
12/7/2018 9:53,
12/7/2018 10:53,
12/7/2018 11:53,
12/7/2018 12:53,
12/7/2018 13:53,
12/7/2018 14:53,
12/7/2018 15:53,
12/7/2018 16:53,
12/7/2018 17:53,
12/7/2018 18:53,
12/7/2018 19:53,
12/7/2018 20:53,
12/7/2018 21:53,
12/7/2018 22:53,
12/7/2018 23:53,
12/8/2018 0:53,
12/8/2018 1:53,
12/8/2018 2:53,
12/8/2018 3:53,
12/8/2018 4:53,
12/8/2018 5:53,
12/8/2018 6:53,
12/8/2018 7:53,
12/8/2018 8:53,
12/8/2018 9:53,
12/8/2018 10:53,
12/8/2018 11:53,
12/8/2018 12:53,
12/8/2018 13:53,
12/8/2018 14:53,
12/8/2018 15:53,
12/8/2018 16:53,
12/8/2018 17:53,
12/8/2018 18:53,
12/8/2018 19:53,
12/8/2018 20:53,
12/8/2018 21:53,
12/8/2018 22:53,
12/8/2018 23:53,
12/9/2018 0:53,
12/9/2018 1:53,0.0001
12/9/2018 2:53,0.01
12/9/2018 3:53,0.05
12/9/2018 4:53,0.09
12/9/2018 5:53,0.09
12/9/2018 6:53,0.05
12/9/2018 7:53,0.06
12/9/2018 8:53,0.07
12/9/2018 9:53,0.05
12/9/2018 10:53,0.09
12/9/2018 11:53,0.07
12/9/2018 12:53,0.09
12/9/2018 13:53,0.07
12/9/2018 14:53,0.11
12/9/2018 15:53,0.09
12/9/2018 16:53,0.17
12/9/2018 17:53,0.02
12/9/2018 18:53,0.01
12/9/2018 19:53,0.01
12/9/2018 20:53,0.0001
12/9/2018 21:53,
12/9/2018 22:53,
12/9/2018 23:53,0.01
12/10/2018 0:53,0.0001
12/10/2018 1:53,0.01
12/10/2018 2:53,0.0001
12/10/2018 3:53,0.0001
12/10/2018 4:53,0.0001
12/10/2018 5:53,0.0001
12/10/2018 6:53,0.0001
12/10/2018 7:53,0.03
12/10/2018 8:53,0.0001
12/10/2018 9:53,0.02
12/10/2018 10:53,0.06
12/10/2018 11:53,0.01
12/10/2018 12:53,0.0001
12/10/2018 13:53,0.0001
12/10/2018 14:53,
12/10/2018 15:53,
12/10/2018 16:53,
12/10/2018 17:53,
12/10/2018 18:53,
12/10/2018 19:53,
12/10/2018 20:53,
12/10/2018 21:53,
12/10/2018 22:53,
12/10/2018 23:53,
12/11/2018 0:53,
12/11/2018 1:53,
12/11/2018 2:53,
12/11/2018 3:53,
12/11/2018 4:53,
12/11/2018 5:53,
12/11/2018 6:53,
12/11/2018 7:53,
12/11/2018 8:53,
12/11/2018 9:53,
12/11/2018 10:53,
12/11/2018 11:53,
12/11/2018 12:53,
12/11/2018 13:53,
12/11/2018 14:53,
12/11/2018 15:53,
12/11/2018 16:53,
12/11/2018 17:53,
12/11/2018 18:53,
12/11/2018 19:53,
12/11/2018 20:53,
12/11/2018 21:53,
12/11/2018 22:53,
12/11/2018 23:53,
12/12/2018 0:53,
12/12/2018 1:53,
12/12/2018 2:53,
12/12/2018 3:53,
12/12/2018 4:53,
12/12/2018 5:53,
12/12/2018 6:53,
12/12/2018 7:53,
12/12/2018 8:53,
12/12/2018 9:53,
12/12/2018 10:53,
12/12/2018 11:53,
12/12/2018 12:53,
12/12/2018 13:53,
12/12/2018 14:53,
12/12/2018 15:53,
12/12/2018 16:53,
12/12/2018 17:53,
12/12/2018 18:53,
12/12/2018 19:53,
12/12/2018 20:53,
12/12/2018 21:53,
12/12/2018 22:53,
12/12/2018 23:53,
12/13/2018 0:53,
12/13/2018 1:53,
12/13/2018 2:53,
12/13/2018 3:53,
12/13/2018 4:53,
12/13/2018 5:53,
12/13/2018 6:53,
12/13/2018 7:53,
12/13/2018 8:53,
12/13/2018 9:53,
12/13/2018 10:53,
12/13/2018 11:53,
12/13/2018 12:53,
12/13/2018 13:53,
12/13/2018 14:53,
12/13/2018 15:53,
12/13/2018 16:53,
12/13/2018 17:53,
12/13/2018 18:53,
12/13/2018 19:53,
12/13/2018 20:53,
12/13/2018 21:53,
12/13/2018 22:53,
12/13/2018 23:53,
12/14/2018 0:53,
12/14/2018 1:53,
12/14/2018 2:53,
12/14/2018 3:53,
12/14/2018 4:53,
12/14/2018 5:53,
12/14/2018 6:53,
12/14/2018 7:53,
12/14/2018 8:53,0.0001
12/14/2018 9:53,0.02
12/14/2018 10:53,0.03
12/14/2018 11:53,0.01
12/14/2018 12:53,0.02
12/14/2018 13:53,0.02
12/14/2018 14:53,0.03
12/14/2018 15:53,0.03
12/14/2018 16:48,0.1
12/14/2018 17:48,missing
12/14/2018 17:53,0.13
12/14/2018 18:53,0.07
12/14/2018 19:53,0.08
12/14/2018 20:53,0.13
12/14/2018 21:53,0.1
12/14/2018 22:53,0.05
12/14/2018 23:53,0.14
12/15/2018 0:53,0.03
12/15/2018 1:53,0.0001
12/15/2018 2:53,
12/15/2018 3:53,
12/15/2018 4:53,
12/15/2018 5:53,0.03
12/15/2018 6:53,0.01
12/15/2018 7:53,0.02
12/15/2018 8:53,0.02
12/15/2018 9:53,0.0001
12/15/2018 10:53,0.02
12/15/2018 11:53,0.01
12/15/2018 12:53,
12/15/2018 13:53,
12/15/2018 14:53,
12/15/2018 15:53,0.01
12/15/2018 16:53,0.01
12/15/2018 17:53,
12/15/2018 18:53,
12/15/2018 19:53,
12/15/2018 20:53,
12/15/2018 21:53,
12/15/2018 22:53,
12/15/2018 23:53,
12/16/2018 0:53,
12/16/2018 1:53,
12/16/2018 2:53,
12/16/2018 3:53,
12/16/2018 4:53,
12/16/2018 5:53,
12/16/2018 6:53,
12/16/2018 7:53,
12/16/2018 8:53,
12/16/2018 9:53,
12/16/2018 10:53,
12/16/2018 11:53,
12/16/2018 12:53,
12/16/2018 13:53,
12/16/2018 14:53,
12/16/2018 15:53,
12/16/2018 16:53,
12/16/2018 17:53,
12/16/2018 18:53,
12/16/2018 19:53,
12/16/2018 20:53,
12/16/2018 21:53,
12/16/2018 22:53,
12/16/2018 23:53,
12/17/2018 0:53,
12/17/2018 1:53,
12/17/2018 2:53,
12/17/2018 3:53,
12/17/2018 4:53,
12/17/2018 5:53,
12/17/2018 6:53,
12/17/2018 7:53,
12/17/2018 8:53,
12/17/2018 9:53,
12/17/2018 10:53,
12/17/2018 11:53,
12/17/2018 12:53,
12/17/2018 13:53,
12/17/2018 14:53,
12/17/2018 15:53,
12/17/2018 16:53,
12/17/2018 17:53,
12/17/2018 18:53,
12/17/2018 19:53,
12/17/2018 20:53,
12/17/2018 21:53,
12/17/2018 22:53,
12/17/2018 23:53,
12/18/2018 0:53,
12/18/2018 1:53,
12/18/2018 2:53,
12/18/2018 3:53,
12/18/2018 4:53,
12/18/2018 5:53,
12/18/2018 6:53,
12/18/2018 7:53,
12/18/2018 8:53,
12/18/2018 9:53,
12/18/2018 10:53,
12/18/2018 11:53,
12/18/2018 12:53,
12/18/2018 13:53,
12/18/2018 14:53,
12/18/2018 15:53,
12/18/2018 16:53,
12/18/2018 17:53,
12/18/2018 18:53,
12/18/2018 19:53,
12/18/2018 20:53,
12/18/2018 21:53,
12/18/2018 22:53,
12/18/2018 23:53,
12/19/2018 0:53,
12/19/2018 1:53,
12/19/2018 2:53,
12/19/2018 3:53,
12/19/2018 4:53,
12/19/2018 5:53,
12/19/2018 6:53,
12/19/2018 7:53,
12/19/2018 8:53,
12/19/2018 9:53,
12/19/2018 10:53,
12/19/2018 11:53,
12/19/2018 12:53,
12/19/2018 13:53,
12/19/2018 14:53,
12/19/2018 15:53,
12/19/2018 16:53,
12/19/2018 17:53,
12/19/2018 18:53,
12/19/2018 19:53,
12/19/2018 20:53,
12/19/2018 21:53,
12/19/2018 22:53,
12/19/2018 23:53,
12/20/2018 0:53,
12/20/2018 1:53,
12/20/2018 2:53,
12/20/2018 3:53,
12/20/2018 4:53,
12/20/2018 5:53,
12/20/2018 6:53,
12/20/2018 7:53,0.0001
12/20/2018 8:53,0.0001
12/20/2018 9:53,
12/20/2018 10:53,
12/20/2018 11:53,0.0001
12/20/2018 12:53,0.03
12/20/2018 13:53,0.02
12/20/2018 14:53,0.01
12/20/2018 15:53,0.0001
12/20/2018 16:53,0.02
12/20/2018 17:53,0.01
12/20/2018 18:53,0.0001
12/20/2018 19:53,0.01
12/20/2018 20:53,0.01
12/20/2018 21:53,0.01
12/20/2018 22:53,0.01
12/20/2018 23:53,
12/21/2018 0:53,0.01
12/21/2018 1:53,0.01
12/21/2018 2:53,0.02
12/21/2018 3:53,0.01
12/21/2018 4:53,0.01
12/21/2018 5:53,0.01
12/21/2018 6:53,0.01
12/21/2018 7:53,0.01
12/21/2018 8:53,0.01
12/21/2018 9:53,
12/21/2018 10:53,
12/21/2018 11:53,
12/21/2018 12:53,
12/21/2018 13:53,
12/21/2018 14:53,
12/21/2018 15:53,
12/21/2018 16:53,0.0001
12/21/2018 17:53,0.0001
12/21/2018 18:53,
12/21/2018 19:53,
12/21/2018 20:53,0.0001
12/21/2018 21:53,0.01
12/21/2018 22:53,0.0001
12/21/2018 23:53,
12/22/2018 0:53,
12/22/2018 1:53,
12/22/2018 2:53,
12/22/2018 3:53,
12/22/2018 4:53,
12/22/2018 5:53,
12/22/2018 6:53,
12/22/2018 7:53,
12/22/2018 8:53,
12/22/2018 9:53,
12/22/2018 10:53,
12/22/2018 11:53,
12/22/2018 12:53,
12/22/2018 13:53,
12/22/2018 14:53,
12/22/2018 15:53,
12/22/2018 16:53,
12/22/2018 17:53,
12/22/2018 18:53,
12/22/2018 19:53,
12/22/2018 20:53,
12/22/2018 21:53,
12/22/2018 22:53,
12/22/2018 23:53,
12/23/2018 0:53,
12/23/2018 1:53,
12/23/2018 2:53,
12/23/2018 3:53,
12/23/2018 4:53,
12/23/2018 5:53,
12/23/2018 6:53,
12/23/2018 7:53,
12/23/2018 8:53,
12/23/2018 9:53,
12/23/2018 10:53,
12/23/2018 11:53,
12/23/2018 12:53,
12/23/2018 13:53,
12/23/2018 14:53,
12/23/2018 15:53,
12/23/2018 16:53,
12/23/2018 17:53,
12/23/2018 18:53,
12/23/2018 19:53,0.0001
12/23/2018 20:53,0.0001
12/23/2018 21:53,
12/23/2018 22:53,
12/23/2018 23:53,
12/24/2018 0:53,
12/24/2018 1:53,
12/24/2018 2:53,
12/24/2018 3:53,
12/24/2018 4:53,
12/24/2018 5:53,
12/24/2018 6:53,
12/24/2018 7:53,
12/24/2018 8:53,
12/24/2018 9:53,
12/24/2018 10:53,
12/24/2018 11:53,
12/24/2018 12:53,
12/24/2018 13:53,
12/24/2018 14:53,
12/24/2018 15:53,
12/24/2018 16:53,
12/24/2018 17:53,
12/24/2018 18:53,
12/24/2018 19:53,
12/24/2018 20:53,
12/24/2018 21:53,
12/24/2018 22:53,
12/24/2018 23:53,
12/25/2018 0:53,
12/25/2018 1:53,
12/25/2018 2:53,
12/25/2018 3:53,
12/25/2018 4:53,
12/25/2018 5:53,
12/25/2018 6:53,
12/25/2018 7:53,
12/25/2018 8:53,
12/25/2018 9:53,
12/25/2018 10:53,
12/25/2018 11:53,
12/25/2018 12:53,
12/25/2018 13:53,
12/25/2018 14:53,
12/25/2018 15:53,
12/25/2018 16:53,
12/25/2018 17:53,
12/25/2018 18:53,
12/25/2018 19:53,
12/25/2018 20:53,
12/25/2018 21:53,
12/25/2018 22:53,
12/25/2018 23:53,
12/26/2018 0:53,
12/26/2018 1:53,
12/26/2018 2:53,
12/26/2018 3:53,
12/26/2018 4:53,
12/26/2018 5:53,
12/26/2018 6:53,
12/26/2018 7:53,
12/26/2018 8:53,
12/26/2018 9:53,
12/26/2018 10:53,
12/26/2018 11:53,
12/26/2018 12:53,
12/26/2018 13:53,
12/26/2018 14:53,
12/26/2018 15:53,
12/26/2018 16:53,
12/26/2018 17:53,
12/26/2018 18:53,
12/26/2018 19:53,
12/26/2018 20:53,
12/26/2018 21:53,
12/26/2018 22:53,
12/26/2018 23:53,
12/27/2018 0:53,
12/27/2018 1:53,
12/27/2018 2:53,
12/27/2018 3:53,
12/27/2018 4:53,
12/27/2018 5:53,
12/27/2018 6:53,
12/27/2018 7:53,
12/27/2018 8:53,
12/27/2018 9:53,
12/27/2018 10:53,
12/27/2018 11:53,
12/27/2018 12:53,
12/27/2018 13:53,
12/27/2018 14:53,
12/27/2018 15:53,
12/27/2018 16:53,
12/27/2018 17:53,
12/27/2018 18:53,
12/27/2018 19:53,
12/27/2018 20:53,0.0001
12/27/2018 21:53,
12/27/2018 22:53,0.0001
12/27/2018 23:53,0.0001
12/28/2018 0:53,
12/28/2018 1:53,
12/28/2018 2:53,
12/28/2018 3:53,
12/28/2018 4:53,
12/28/2018 5:53,
12/28/2018 6:53,
12/28/2018 7:53,
12/28/2018 8:53,
12/28/2018 9:53,0.01
12/28/2018 10:53,
12/28/2018 11:53,0.08
12/28/2018 12:53,0.22
12/28/2018 13:53,0.0001
12/28/2018 14:53,0.0001
12/28/2018 15:53,
12/28/2018 16:53,0.04
12/28/2018 17:53,0.21
12/28/2018 18:53,0.15
12/28/2018 19:53,0.05
12/28/2018 20:53,0.0001
12/28/2018 21:53,0.05
12/28/2018 22:53,
12/28/2018 23:53,
12/29/2018 0:53,
12/29/2018 1:53,
12/29/2018 2:53,
12/29/2018 3:53,
12/29/2018 4:53,
12/29/2018 5:53,
12/29/2018 6:53,
12/29/2018 7:53,
12/29/2018 8:53,
12/29/2018 9:53,
12/29/2018 10:53,
12/29/2018 11:53,
12/29/2018 12:53,
12/29/2018 13:53,
12/29/2018 14:53,
12/29/2018 15:53,
12/29/2018 16:53,
12/29/2018 17:53,
12/29/2018 18:53,
12/29/2018 19:53,
12/29/2018 20:53,
12/29/2018 21:53,
12/29/2018 22:53,
12/29/2018 23:53,
12/30/2018 0:53,
12/30/2018 1:53,
12/30/2018 2:53,
12/30/2018 3:53,
12/30/2018 4:53,
12/30/2018 5:53,
12/30/2018 6:53,0.0001
12/30/2018 7:53,0.01
12/30/2018 8:53,
12/30/2018 9:53,
12/30/2018 10:53,
12/30/2018 11:53,
12/30/2018 12:53,
12/30/2018 13:53,
12/30/2018 14:53,
12/30/2018 15:53,
12/30/2018 16:53,
12/30/2018 17:53,
12/30/2018 18:53,
12/30/2018 19:53,
12/30/2018 20:53,
12/30/2018 21:53,
12/30/2018 22:53,
12/30/2018 23:53,
12/31/2018 0:53,
12/31/2018 1:53,
12/31/2018 2:53,
12/31/2018 3:53,
12/31/2018 4:53,
12/31/2018 5:53,
12/31/2018 6:53,0.0001
12/31/2018 7:53,
12/31/2018 8:53,
12/31/2018 9:53,0.0001
12/31/2018 10:53,
12/31/2018 11:53,0.01
12/31/2018 12:53,0.07
12/31/2018 13:53,
12/31/2018 14:53,
12/31/2018 15:53,
12/31/2018 16:53,
12/31/2018 17:53,
12/31/2018 18:53,
12/31/2018 19:53,
12/31/2018 20:53,
12/31/2018 21:53,
12/31/2018 22:53,
12/31/2018 23:53,
1/1/2019 0:53,
1/1/2019 1:53,
1/1/2019 2:53,
1/1/2019 3:53,
1/1/2019 4:53,
1/1/2019 5:53,
1/1/2019 6:53,
1/1/2019 7:53,
1/1/2019 8:53,
1/1/2019 9:53,
1/1/2019 10:53,
1/1/2019 11:53,
